user_id,item_id,behavior_type,user_geohash,item_category,time,date
100000004,200000022,2,geo799,3000,2014111802,2014-11-18
100000004,200000022,3,geo215,3000,2014111800,2014-11-18
100000004,200000004,1,geo227,5000,2014111802,2014-11-18
100000005,200000012,1,geo499,3000,2014111813,2014-11-18
100000005,200000023,1,geo933,4000,2014111801,2014-11-18
100000005,200000023,3,geo953,4000,2014111822,2014-11-18
100000006,200000015,1,geo703,1000,2014111818,2014-11-18
100000006,200000001,1,geo226,2000,2014111822,2014-11-18
100000006,200000001,2,geo740,2000,2014111808,2014-11-18
100000006,200000023,1,geo659,4000,2014111821,2014-11-18
100000007,200000005,1,geo861,1000,2014111809,2014-11-18
100000007,200000005,2,geo541,1000,2014111818,2014-11-18
100000007,200000005,3,geo424,1000,2014111800,2014-11-18
100000008,200000029,1,geo214,5000,2014111801,2014-11-18
100000008,200000029,3,geo295,5000,2014111808,2014-11-18
100000008,200000005,1,geo519,1000,2014111823,2014-11-18
100000008,200000005,4,geo860,1000,2014111820,2014-11-18
100000008,200000014,1,geo788,5000,2014111802,2014-11-18
100000008,200000027,1,geo762,3000,2014111823,2014-11-18
100000008,200000027,2,geo879,3000,2014111804,2014-11-18
100000008,200000006,1,geo897,2000,2014111808,2014-11-18
100000009,200000022,1,geo141,3000,2014111820,2014-11-18
100000009,200000022,2,geo497,3000,2014111806,2014-11-18
100000010,200000024,1,geo231,5000,2014111812,2014-11-18
100000010,200000024,2,geo169,5000,2014111803,2014-11-18
100000010,200000024,4,geo544,5000,2014111818,2014-11-18
100000010,200000023,1,geo138,4000,2014111818,2014-11-18
100000010,200000000,1,geo575,1000,2014111819,2014-11-18
100000010,200000003,1,geo447,4000,2014111802,2014-11-18
100000010,200000003,2,geo508,4000,2014111816,2014-11-18
100000010,200000003,3,geo216,4000,2014111823,2014-11-18
100000010,200000027,1,geo248,3000,2014111814,2014-11-18
100000010,200000027,2,geo985,3000,2014111815,2014-11-18
100000010,200000027,4,geo302,3000,2014111820,2014-11-18
100000010,200000015,1,geo146,1000,2014111817,2014-11-18
100000010,200000015,2,geo404,1000,2014111808,2014-11-18
100000010,200000026,1,geo358,2000,2014111821,2014-11-18
100000011,200000002,1,geo549,3000,2014111814,2014-11-18
100000011,200000002,2,geo923,3000,2014111809,2014-11-18
100000011,200000002,3,geo350,3000,2014111817,2014-11-18
100000011,200000012,1,geo245,3000,2014111800,2014-11-18
100000011,200000001,1,geo926,2000,2014111821,2014-11-18
100000011,200000001,2,geo560,2000,2014111816,2014-11-18
100000011,200000026,1,geo922,2000,2014111820,2014-11-18
100000011,200000006,1,geo870,2000,2014111805,2014-11-18
100000011,200000006,2,geo122,2000,2014111820,2014-11-18
100000011,200000006,3,geo664,2000,2014111804,2014-11-18
100000011,200000006,4,geo813,2000,2014111804,2014-11-18
100000011,200000018,1,geo100,4000,2014111813,2014-11-18
100000011,200000018,2,geo784,4000,2014111818,2014-11-18
100000011,200000013,1,geo447,4000,2014111801,2014-11-18
100000012,200000019,1,geo580,5000,2014111805,2014-11-18
100000012,200000009,1,geo180,5000,2014111818,2014-11-18
100000012,200000009,2,geo896,5000,2014111804,2014-11-18
100000012,200000008,1,geo168,4000,2014111819,2014-11-18
100000012,200000008,3,geo873,4000,2014111801,2014-11-18
100000012,200000018,1,geo982,4000,2014111815,2014-11-18
100000012,200000029,1,geo473,5000,2014111810,2014-11-18
100000012,200000010,1,geo963,1000,2014111802,2014-11-18
100000012,200000003,1,geo502,4000,2014111818,2014-11-18
100000013,200000028,1,geo818,4000,2014111819,2014-11-18
100000013,200000028,3,geo738,4000,2014111814,2014-11-18
100000013,200000003,1,geo315,4000,2014111813,2014-11-18
100000013,200000003,2,geo464,4000,2014111801,2014-11-18
100000013,200000022,1,geo722,3000,2014111802,2014-11-18
100000013,200000025,1,geo605,1000,2014111817,2014-11-18
100000013,200000025,2,geo838,1000,2014111805,2014-11-18
100000013,200000002,1,geo138,3000,2014111809,2014-11-18
100000014,200000027,1,geo840,3000,2014111812,2014-11-18
100000015,200000016,1,geo744,2000,2014111811,2014-11-18
100000016,200000028,1,geo884,4000,2014111808,2014-11-18
100000016,200000009,1,geo705,5000,2014111802,2014-11-18
100000016,200000008,1,geo433,4000,2014111817,2014-11-18
100000016,200000008,3,geo475,4000,2014111820,2014-11-18
100000016,200000015,1,geo395,1000,2014111800,2014-11-18
100000016,200000015,2,geo671,1000,2014111821,2014-11-18
100000016,200000006,1,geo927,2000,2014111813,2014-11-18
100000016,200000006,2,geo824,2000,2014111802,2014-11-18
100000016,200000022,1,geo700,3000,2014111803,2014-11-18
100000017,200000015,1,geo577,1000,2014111800,2014-11-18
100000017,200000012,1,geo510,3000,2014111800,2014-11-18
100000017,200000012,2,geo388,3000,2014111822,2014-11-18
100000017,200000003,1,geo964,4000,2014111809,2014-11-18
100000017,200000011,1,geo315,2000,2014111812,2014-11-18
100000017,200000029,1,geo423,5000,2014111814,2014-11-18
100000018,200000021,1,geo150,2000,2014111808,2014-11-18
100000018,200000008,1,geo868,4000,2014111822,2014-11-18
100000018,200000008,2,geo712,4000,2014111813,2014-11-18
100000018,200000008,3,geo445,4000,2014111820,2014-11-18
100000018,200000008,4,geo519,4000,2014111813,2014-11-18
100000018,200000013,1,geo470,4000,2014111822,2014-11-18
100000018,200000013,3,geo760,4000,2014111807,2014-11-18
100000018,200000015,1,geo765,1000,2014111820,2014-11-18
100000019,200000029,1,geo426,5000,2014111816,2014-11-18
100000019,200000029,4,geo835,5000,2014111800,2014-11-18
100000020,200000009,1,geo261,5000,2014111813,2014-11-18
100000020,200000009,2,geo186,5000,2014111800,2014-11-18
100000020,200000020,1,geo932,1000,2014111807,2014-11-18
100000020,200000020,2,geo934,1000,2014111822,2014-11-18
100000020,200000020,3,geo542,1000,2014111823,2014-11-18
100000020,200000004,1,geo678,5000,2014111804,2014-11-18
100000020,200000008,1,geo195,4000,2014111802,2014-11-18
100000020,200000008,2,geo177,4000,2014111823,2014-11-18
100000020,200000010,1,geo264,1000,2014111819,2014-11-18
100000020,200000010,3,geo568,1000,2014111821,2014-11-18
100000020,200000010,4,geo834,1000,2014111813,2014-11-18
100000021,200000008,1,geo599,4000,2014111802,2014-11-18
100000021,200000008,2,geo463,4000,2014111821,2014-11-18
100000021,200000011,1,geo826,2000,2014111813,2014-11-18
100000021,200000011,3,geo981,2000,2014111816,2014-11-18
100000021,200000013,1,geo380,4000,2014111812,2014-11-18
100000021,200000023,1,geo765,4000,2014111803,2014-11-18
100000021,200000005,1,geo937,1000,2014111810,2014-11-18
100000021,200000012,1,geo133,3000,2014111805,2014-11-18
100000021,200000012,2,geo776,3000,2014111816,2014-11-18
100000021,200000007,1,geo441,3000,2014111809,2014-11-18
100000021,200000007,3,geo126,3000,2014111820,2014-11-18
100000022,200000029,1,geo411,5000,2014111804,2014-11-18
100000022,200000029,4,geo861,5000,2014111800,2014-11-18
100000023,200000003,1,geo116,4000,2014111816,2014-11-18
100000023,200000004,1,geo315,5000,2014111815,2014-11-18
100000023,200000004,2,geo875,5000,2014111818,2014-11-18
100000023,200000005,1,geo809,1000,2014111815,2014-11-18
100000023,200000013,1,geo976,4000,2014111808,2014-11-18
100000023,200000013,2,geo387,4000,2014111814,2014-11-18
100000023,200000013,3,geo115,4000,2014111809,2014-11-18
100000024,200000004,1,geo270,5000,2014111804,2014-11-18
100000024,200000028,1,geo987,4000,2014111814,2014-11-18
100000024,200000009,1,geo260,5000,2014111817,2014-11-18
100000024,200000005,1,geo838,1000,2014111822,2014-11-18
100000024,200000005,2,geo645,1000,2014111809,2014-11-18
100000024,200000000,1,geo990,1000,2014111802,2014-11-18
100000024,200000000,3,geo913,1000,2014111806,2014-11-18
100000024,200000029,1,geo847,5000,2014111820,2014-11-18
100000024,200000019,1,geo458,5000,2014111809,2014-11-18
100000024,200000019,3,geo488,5000,2014111819,2014-11-18
100000024,200000019,4,geo788,5000,2014111800,2014-11-18
100000025,200000022,1,geo252,3000,2014111801,2014-11-18
100000025,200000022,2,geo663,3000,2014111806,2014-11-18
100000025,200000022,4,geo670,3000,2014111803,2014-11-18
100000025,200000006,1,geo592,2000,2014111818,2014-11-18
100000025,200000006,3,geo429,2000,2014111813,2014-11-18
100000025,200000005,1,geo987,1000,2014111802,2014-11-18
100000026,200000011,1,geo269,2000,2014111811,2014-11-18
100000026,200000011,3,geo562,2000,2014111808,2014-11-18
100000026,200000011,4,geo636,2000,2014111807,2014-11-18
100000026,200000027,1,geo137,3000,2014111814,2014-11-18
100000026,200000006,1,geo136,2000,2014111805,2014-11-18
100000026,200000000,1,geo213,1000,2014111816,2014-11-18
100000026,200000013,1,geo667,4000,2014111802,2014-11-18
100000026,200000001,1,geo361,2000,2014111800,2014-11-18
100000027,200000014,1,geo766,5000,2014111813,2014-11-18
100000027,200000026,1,geo464,2000,2014111823,2014-11-18
100000027,200000026,2,geo425,2000,2014111802,2014-11-18
100000027,200000011,1,geo930,2000,2014111801,2014-11-18
100000028,200000015,1,geo637,1000,2014111822,2014-11-18
100000028,200000015,3,geo529,1000,2014111801,2014-11-18
100000028,200000012,1,geo138,3000,2014111808,2014-11-18
100000028,200000012,3,geo986,3000,2014111814,2014-11-18
100000028,200000018,1,geo183,4000,2014111814,2014-11-18
100000028,200000018,2,geo558,4000,2014111821,2014-11-18
100000028,200000008,1,geo402,4000,2014111820,2014-11-18
100000028,200000008,3,geo968,4000,2014111815,2014-11-18
100000029,200000009,1,geo657,5000,2014111802,2014-11-18
100000029,200000009,2,geo252,5000,2014111814,2014-11-18
100000029,200000009,4,geo554,5000,2014111813,2014-11-18
100000029,200000027,1,geo930,3000,2014111805,2014-11-18
100000029,200000012,1,geo494,3000,2014111807,2014-11-18
100000030,200000004,1,geo688,5000,2014111800,2014-11-18
100000030,200000024,1,geo189,5000,2014111806,2014-11-18
100000030,200000027,1,geo527,3000,2014111822,2014-11-18
100000030,200000027,3,geo971,3000,2014111816,2014-11-18
100000030,200000001,1,geo172,2000,2014111805,2014-11-18
100000030,200000015,1,geo939,1000,2014111807,2014-11-18
100000031,200000029,1,geo822,5000,2014111805,2014-11-18
100000031,200000022,1,geo813,3000,2014111802,2014-11-18
100000031,200000022,3,geo134,3000,2014111818,2014-11-18
100000031,200000022,4,geo306,3000,2014111821,2014-11-18
100000032,200000000,1,geo836,1000,2014111820,2014-11-18
100000033,200000016,1,geo523,2000,2014111800,2014-11-18
100000033,200000016,3,geo775,2000,2014111811,2014-11-18
100000033,200000024,1,geo729,5000,2014111802,2014-11-18
100000033,200000024,2,geo691,5000,2014111813,2014-11-18
100000033,200000018,1,geo232,4000,2014111800,2014-11-18
100000034,200000002,1,geo260,3000,2014111804,2014-11-18
100000034,200000012,1,geo341,3000,2014111820,2014-11-18
100000034,200000006,1,geo896,2000,2014111817,2014-11-18
100000034,200000006,2,geo322,2000,2014111806,2014-11-18
100000034,200000006,4,geo594,2000,2014111823,2014-11-18
100000034,200000009,1,geo483,5000,2014111822,2014-11-18
100000035,200000024,1,geo753,5000,2014111815,2014-11-18
100000035,200000024,2,geo403,5000,2014111820,2014-11-18
100000035,200000024,3,geo460,5000,2014111804,2014-11-18
100000035,200000027,1,geo674,3000,2014111805,2014-11-18
100000035,200000027,4,geo260,3000,2014111808,2014-11-18
100000035,200000002,1,geo258,3000,2014111812,2014-11-18
100000035,200000002,3,geo423,3000,2014111808,2014-11-18
100000035,200000003,1,geo553,4000,2014111818,2014-11-18
100000035,200000003,4,geo693,4000,2014111801,2014-11-18
100000035,200000010,1,geo443,1000,2014111800,2014-11-18
100000035,200000010,2,geo554,1000,2014111821,2014-11-18
100000035,200000028,1,geo242,4000,2014111806,2014-11-18
100000036,200000022,1,geo399,3000,2014111814,2014-11-18
100000036,200000006,1,geo597,2000,2014111813,2014-11-18
100000036,200000020,1,geo435,1000,2014111810,2014-11-18
100000036,200000020,2,geo216,1000,2014111814,2014-11-18
100000036,200000026,1,geo423,2000,2014111814,2014-11-18
100000036,200000026,2,geo240,2000,2014111820,2014-11-18
100000036,200000026,4,geo886,2000,2014111821,2014-11-18
100000036,200000003,1,geo593,4000,2014111819,2014-11-18
100000037,200000026,1,geo990,2000,2014111814,2014-11-18
100000037,200000026,2,geo986,2000,2014111812,2014-11-18
100000037,200000008,1,geo882,4000,2014111808,2014-11-18
100000037,200000005,1,geo251,1000,2014111807,2014-11-18
100000038,200000005,1,geo608,1000,2014111812,2014-11-18
100000039,200000027,1,geo880,3000,2014111803,2014-11-18
100000040,200000026,1,geo545,2000,2014111809,2014-11-18
100000041,200000010,1,geo848,1000,2014111817,2014-11-18
100000041,200000010,2,geo460,1000,2014111801,2014-11-18
100000041,200000020,1,geo934,1000,2014111810,2014-11-18
100000041,200000020,3,geo801,1000,2014111819,2014-11-18
100000041,200000006,1,geo505,2000,2014111802,2014-11-18
100000041,200000009,1,geo111,5000,2014111809,2014-11-18
100000041,200000009,3,geo660,5000,2014111814,2014-11-18
100000041,200000018,1,geo769,4000,2014111823,2014-11-18
100000041,200000018,3,geo233,4000,2014111813,2014-11-18
100000041,200000001,1,geo504,2000,2014111814,2014-11-18
100000042,200000021,1,geo899,2000,2014111811,2014-11-18
100000042,200000011,1,geo757,2000,2014111819,2014-11-18
100000042,200000011,4,geo771,2000,2014111805,2014-11-18
100000042,200000006,1,geo386,2000,2014111818,2014-11-18
100000043,200000012,1,geo727,3000,2014111804,2014-11-18
100000043,200000012,3,geo618,3000,2014111802,2014-11-18
100000043,200000025,1,geo744,1000,2014111821,2014-11-18
100000043,200000007,1,geo841,3000,2014111821,2014-11-18
100000044,200000011,1,geo521,2000,2014111819,2014-11-18
100000044,200000015,1,geo219,1000,2014111816,2014-11-18
100000044,200000015,3,geo524,1000,2014111808,2014-11-18
100000044,200000008,1,geo341,4000,2014111809,2014-11-18
100000044,200000005,1,geo858,1000,2014111810,2014-11-18
100000044,200000005,3,geo875,1000,2014111801,2014-11-18
100000044,200000001,1,geo955,2000,2014111822,2014-11-18
100000044,200000001,2,geo566,2000,2014111812,2014-11-18
100000044,200000028,1,geo944,4000,2014111807,2014-11-18
100000044,200000028,3,geo604,4000,2014111807,2014-11-18
100000044,200000024,1,geo763,5000,2014111802,2014-11-18
100000044,200000024,2,geo744,5000,2014111816,2014-11-18
100000045,200000027,1,geo316,3000,2014111808,2014-11-18
100000045,200000017,1,geo775,3000,2014111820,2014-11-18
100000045,200000017,4,geo958,3000,2014111811,2014-11-18
100000045,200000015,1,geo387,1000,2014111815,2014-11-18
100000045,200000015,2,geo622,1000,2014111801,2014-11-18
100000045,200000002,1,geo764,3000,2014111808,2014-11-18
100000046,200000026,1,geo565,2000,2014111812,2014-11-18
100000046,200000026,3,geo640,2000,2014111801,2014-11-18
100000046,200000026,4,geo562,2000,2014111820,2014-11-18
100000046,200000015,1,geo187,1000,2014111822,2014-11-18
100000046,200000015,3,geo560,1000,2014111811,2014-11-18
100000046,200000028,1,geo802,4000,2014111802,2014-11-18
100000047,200000016,1,geo599,2000,2014111808,2014-11-18
100000047,200000027,1,geo308,3000,2014111811,2014-11-18
100000047,200000027,3,geo113,3000,2014111813,2014-11-18
100000047,200000005,1,geo854,1000,2014111815,2014-11-18
100000047,200000005,2,geo169,1000,2014111822,2014-11-18
100000047,200000012,1,geo119,3000,2014111803,2014-11-18
100000047,200000012,2,geo635,3000,2014111809,2014-11-18
100000047,200000012,3,geo326,3000,2014111821,2014-11-18
100000047,200000019,1,geo504,5000,2014111806,2014-11-18
100000047,200000008,1,geo119,4000,2014111812,2014-11-18
100000048,200000010,1,geo862,1000,2014111816,2014-11-18
100000048,200000010,2,geo924,1000,2014111814,2014-11-18
100000049,200000022,1,geo525,3000,2014111820,2014-11-18
100000049,200000023,1,geo148,4000,2014111804,2014-11-18
100000049,200000023,2,geo173,4000,2014111820,2014-11-18
100000049,200000026,1,geo394,2000,2014111806,2014-11-18
100000049,200000026,2,geo740,2000,2014111817,2014-11-18
100000049,200000011,1,geo927,2000,2014111813,2014-11-18
100000049,200000011,2,geo287,2000,2014111811,2014-11-18
100000000,200000004,1,geo771,5000,2014111914,2014-11-19
100000001,200000005,1,geo127,1000,2014111901,2014-11-19
100000001,200000005,2,geo780,1000,2014111910,2014-11-19
100000001,200000026,1,geo297,2000,2014111913,2014-11-19
100000001,200000026,2,geo676,2000,2014111901,2014-11-19
100000001,200000025,1,geo941,1000,2014111901,2014-11-19
100000002,200000027,1,geo546,3000,2014111916,2014-11-19
100000002,200000027,2,geo859,3000,2014111901,2014-11-19
100000002,200000000,1,geo326,1000,2014111919,2014-11-19
100000002,200000000,3,geo778,1000,2014111905,2014-11-19
100000003,200000021,1,geo619,2000,2014111900,2014-11-19
100000003,200000021,3,geo991,2000,2014111904,2014-11-19
100000003,200000012,1,geo857,3000,2014111913,2014-11-19
100000003,200000012,2,geo643,3000,2014111918,2014-11-19
100000003,200000014,1,geo674,5000,2014111900,2014-11-19
100000003,200000000,1,geo359,1000,2014111901,2014-11-19
100000004,200000027,1,geo774,3000,2014111900,2014-11-19
100000004,200000007,1,geo378,3000,2014111910,2014-11-19
100000004,200000006,1,geo961,2000,2014111910,2014-11-19
100000004,200000015,1,geo165,1000,2014111915,2014-11-19
100000004,200000015,2,geo347,1000,2014111902,2014-11-19
100000005,200000009,1,geo657,5000,2014111923,2014-11-19
100000005,200000018,1,geo758,4000,2014111902,2014-11-19
100000005,200000018,3,geo606,4000,2014111913,2014-11-19
100000005,200000010,1,geo826,1000,2014111905,2014-11-19
100000005,200000023,1,geo525,4000,2014111902,2014-11-19
100000005,200000023,4,geo812,4000,2014111918,2014-11-19
100000006,200000009,1,geo731,5000,2014111921,2014-11-19
100000006,200000009,2,geo115,5000,2014111922,2014-11-19
100000006,200000009,3,geo531,5000,2014111916,2014-11-19
100000006,200000001,1,geo568,2000,2014111917,2014-11-19
100000006,200000001,4,geo424,2000,2014111920,2014-11-19
100000006,200000027,1,geo300,3000,2014111920,2014-11-19
100000006,200000011,1,geo579,2000,2014111923,2014-11-19
100000006,200000011,2,geo107,2000,2014111900,2014-11-19
100000007,200000020,1,geo672,1000,2014111917,2014-11-19
100000007,200000019,1,geo548,5000,2014111909,2014-11-19
100000007,200000000,1,geo390,1000,2014111913,2014-11-19
100000007,200000004,1,geo148,5000,2014111905,2014-11-19
100000007,200000009,1,geo701,5000,2014111900,2014-11-19
100000008,200000018,1,geo619,4000,2014111904,2014-11-19
100000008,200000018,4,geo442,4000,2014111913,2014-11-19
100000008,200000001,1,geo949,2000,2014111919,2014-11-19
100000008,200000001,2,geo423,2000,2014111917,2014-11-19
100000008,200000001,3,geo738,2000,2014111900,2014-11-19
100000008,200000011,1,geo183,2000,2014111907,2014-11-19
100000008,200000026,1,geo869,2000,2014111908,2014-11-19
100000008,200000026,2,geo301,2000,2014111908,2014-11-19
100000008,200000005,1,geo662,1000,2014111917,2014-11-19
100000008,200000015,1,geo553,1000,2014111919,2014-11-19
100000008,200000015,2,geo613,1000,2014111920,2014-11-19
100000008,200000024,1,geo180,5000,2014111901,2014-11-19
100000008,200000024,3,geo367,5000,2014111908,2014-11-19
100000008,200000024,4,geo334,5000,2014111902,2014-11-19
100000009,200000015,1,geo711,1000,2014111921,2014-11-19
100000009,200000015,2,geo778,1000,2014111900,2014-11-19
100000010,200000008,1,geo443,4000,2014111923,2014-11-19
100000010,200000016,1,geo462,2000,2014111913,2014-11-19
100000010,200000016,3,geo662,2000,2014111909,2014-11-19
100000011,200000028,1,geo453,4000,2014111909,2014-11-19
100000011,200000028,2,geo662,4000,2014111912,2014-11-19
100000011,200000028,3,geo440,4000,2014111916,2014-11-19
100000011,200000016,1,geo935,2000,2014111906,2014-11-19
100000011,200000016,4,geo484,2000,2014111918,2014-11-19
100000012,200000029,1,geo586,5000,2014111910,2014-11-19
100000012,200000029,3,geo283,5000,2014111904,2014-11-19
100000012,200000008,1,geo982,4000,2014111916,2014-11-19
100000012,200000008,3,geo765,4000,2014111918,2014-11-19
100000012,200000008,4,geo719,4000,2014111915,2014-11-19
100000012,200000013,1,geo201,4000,2014111903,2014-11-19
100000012,200000013,3,geo516,4000,2014111910,2014-11-19
100000012,200000024,1,geo853,5000,2014111918,2014-11-19
100000013,200000001,1,geo579,2000,2014111917,2014-11-19
100000013,200000001,2,geo448,2000,2014111921,2014-11-19
100000014,200000029,1,geo802,5000,2014111901,2014-11-19
100000014,200000027,1,geo513,3000,2014111903,2014-11-19
100000014,200000024,1,geo287,5000,2014111913,2014-11-19
100000014,200000005,1,geo222,1000,2014111918,2014-11-19
100000014,200000022,1,geo845,3000,2014111901,2014-11-19
100000014,200000022,2,geo457,3000,2014111915,2014-11-19
100000014,200000013,1,geo607,4000,2014111914,2014-11-19
100000015,200000019,1,geo152,5000,2014111913,2014-11-19
100000015,200000009,1,geo158,5000,2014111912,2014-11-19
100000015,200000009,2,geo875,5000,2014111922,2014-11-19
100000016,200000012,1,geo711,3000,2014111903,2014-11-19
100000016,200000009,1,geo723,5000,2014111905,2014-11-19
100000016,200000009,2,geo790,5000,2014111923,2014-11-19
100000016,200000009,3,geo500,5000,2014111904,2014-11-19
100000017,200000005,1,geo454,1000,2014111908,2014-11-19
100000017,200000005,3,geo595,1000,2014111914,2014-11-19
100000017,200000028,1,geo112,4000,2014111906,2014-11-19
100000018,200000029,1,geo412,5000,2014111912,2014-11-19
100000018,200000014,1,geo152,5000,2014111914,2014-11-19
100000018,200000014,2,geo657,5000,2014111909,2014-11-19
100000019,200000029,1,geo773,5000,2014111908,2014-11-19
100000019,200000019,1,geo154,5000,2014111900,2014-11-19
100000019,200000026,1,geo819,2000,2014111915,2014-11-19
100000019,200000015,1,geo406,1000,2014111914,2014-11-19
100000019,200000015,4,geo259,1000,2014111908,2014-11-19
100000019,200000012,1,geo144,3000,2014111907,2014-11-19
100000019,200000012,2,geo158,3000,2014111921,2014-11-19
100000020,200000020,1,geo962,1000,2014111903,2014-11-19
100000020,200000020,3,geo590,1000,2014111910,2014-11-19
100000020,200000017,1,geo799,3000,2014111921,2014-11-19
100000020,200000017,2,geo258,3000,2014111914,2014-11-19
100000020,200000017,3,geo785,3000,2014111908,2014-11-19
100000020,200000028,1,geo460,4000,2014111919,2014-11-19
100000020,200000013,1,geo114,4000,2014111901,2014-11-19
100000020,200000013,4,geo657,4000,2014111920,2014-11-19
100000021,200000023,1,geo118,4000,2014111917,2014-11-19
100000021,200000015,1,geo359,1000,2014111905,2014-11-19
100000021,200000024,1,geo718,5000,2014111916,2014-11-19
100000021,200000024,2,geo344,5000,2014111910,2014-11-19
100000021,200000004,1,geo107,5000,2014111909,2014-11-19
100000021,200000004,2,geo594,5000,2014111903,2014-11-19
100000021,200000004,3,geo526,5000,2014111900,2014-11-19
100000021,200000006,1,geo192,2000,2014111921,2014-11-19
100000022,200000029,1,geo728,5000,2014111919,2014-11-19
100000022,200000013,1,geo116,4000,2014111913,2014-11-19
100000022,200000017,1,geo423,3000,2014111917,2014-11-19
100000022,200000017,2,geo213,3000,2014111900,2014-11-19
100000022,200000006,1,geo365,2000,2014111922,2014-11-19
100000022,200000006,2,geo140,2000,2014111910,2014-11-19
100000022,200000006,3,geo989,2000,2014111908,2014-11-19
100000022,200000006,4,geo500,2000,2014111900,2014-11-19
100000022,200000018,1,geo808,4000,2014111903,2014-11-19
100000022,200000012,1,geo381,3000,2014111911,2014-11-19
100000022,200000012,2,geo502,3000,2014111918,2014-11-19
100000023,200000001,1,geo934,2000,2014111903,2014-11-19
100000023,200000001,2,geo532,2000,2014111901,2014-11-19
100000023,200000011,1,geo962,2000,2014111904,2014-11-19
100000023,200000018,1,geo425,4000,2014111921,2014-11-19
100000023,200000019,1,geo184,5000,2014111905,2014-11-19
100000023,200000019,3,geo614,5000,2014111919,2014-11-19
100000023,200000005,1,geo137,1000,2014111911,2014-11-19
100000023,200000005,2,geo610,1000,2014111918,2014-11-19
100000024,200000028,1,geo825,4000,2014111909,2014-11-19
100000024,200000028,2,geo935,4000,2014111916,2014-11-19
100000024,200000028,4,geo535,4000,2014111915,2014-11-19
100000024,200000010,1,geo932,1000,2014111916,2014-11-19
100000024,200000016,1,geo293,2000,2014111923,2014-11-19
100000024,200000016,2,geo882,2000,2014111907,2014-11-19
100000024,200000016,4,geo990,2000,2014111906,2014-11-19
100000024,200000024,1,geo517,5000,2014111916,2014-11-19
100000024,200000024,2,geo576,5000,2014111908,2014-11-19
100000025,200000006,1,geo988,2000,2014111918,2014-11-19
100000026,200000014,1,geo278,5000,2014111918,2014-11-19
100000027,200000006,1,geo490,2000,2014111921,2014-11-19
100000027,200000006,3,geo314,2000,2014111914,2014-11-19
100000027,200000003,1,geo503,4000,2014111923,2014-11-19
100000028,200000025,1,geo329,1000,2014111914,2014-11-19
100000028,200000025,2,geo652,1000,2014111919,2014-11-19
100000028,200000012,1,geo933,3000,2014111914,2014-11-19
100000028,200000020,1,geo382,1000,2014111914,2014-11-19
100000028,200000020,4,geo172,1000,2014111909,2014-11-19
