user_id,item_id,behavior_type,user_geohash,item_category,time
100000013,200000025,1,geo605,1000,2014111817
100000013,200000025,2,geo838,1000,2014111805
100000013,200000002,1,geo138,3000,2014111809
100000014,200000027,1,geo840,3000,2014111812
100000015,200000016,1,geo744,2000,2014111811
100000016,200000028,1,geo884,4000,2014111808
100000016,200000009,1,geo705,5000,2014111802
100000016,200000008,1,geo433,4000,2014111817
100000016,200000008,3,geo475,4000,2014111820
100000016,200000015,1,geo395,1000,2014111800
100000016,200000015,2,geo671,1000,2014111821
100000016,200000006,1,geo927,2000,2014111813
100000016,200000006,2,geo824,2000,2014111802
100000016,200000022,1,geo700,3000,2014111803
100000017,200000015,1,geo577,1000,2014111800
100000017,200000012,1,geo510,3000,2014111800
100000017,200000012,2,geo388,3000,2014111822
100000017,200000003,1,geo964,4000,2014111809
100000017,200000011,1,geo315,2000,2014111812
100000017,200000029,1,geo423,5000,2014111814
100000018,200000021,1,geo150,2000,2014111808
100000018,200000008,1,geo868,4000,2014111822
100000018,200000008,2,geo712,4000,2014111813
100000018,200000008,3,geo445,4000,2014111820
100000018,200000008,4,geo519,4000,2014111813
100000018,200000013,1,geo470,4000,2014111822
100000018,200000013,3,geo760,4000,2014111807
100000018,200000015,1,geo765,1000,2014111820
100000019,200000029,1,geo426,5000,2014111816
100000019,200000029,4,geo835,5000,2014111800
100000020,200000009,1,geo261,5000,2014111813
100000020,200000009,2,geo186,5000,2014111800
100000020,200000020,1,geo932,1000,2014111807
100000020,200000020,2,geo934,1000,2014111822
100000020,200000020,3,geo542,1000,2014111823
100000020,200000004,1,geo678,5000,2014111804
100000020,200000008,1,geo195,4000,2014111802
100000020,200000008,2,geo177,4000,2014111823
100000020,200000010,1,geo264,1000,2014111819
100000020,200000010,3,geo568,1000,2014111821
100000020,200000010,4,geo834,1000,2014111813
100000021,200000008,1,geo599,4000,2014111802
100000021,200000008,2,geo463,4000,2014111821
100000021,200000011,1,geo826,2000,2014111813
100000021,200000011,3,geo981,2000,2014111816
100000021,200000013,1,geo380,4000,2014111812
100000021,200000023,1,geo765,4000,2014111803
100000021,200000005,1,geo937,1000,2014111810
100000021,200000012,1,geo133,3000,2014111805
100000021,200000012,2,geo776,3000,2014111816
100000021,200000007,1,geo441,3000,2014111809
100000021,200000007,3,geo126,3000,2014111820
100000022,200000029,1,geo411,5000,2014111804
100000022,200000029,4,geo861,5000,2014111800
100000023,200000003,1,geo116,4000,2014111816
100000023,200000004,1,geo315,5000,2014111815
100000023,200000004,2,geo875,5000,2014111818
100000023,200000005,1,geo809,1000,2014111815
100000023,200000013,1,geo976,4000,2014111808
100000023,200000013,2,geo387,4000,2014111814
100000023,200000013,3,geo115,4000,2014111809
100000024,200000004,1,geo270,5000,2014111804
100000024,200000028,1,geo987,4000,2014111814
100000024,200000009,1,geo260,5000,2014111817
100000024,200000005,1,geo838,1000,2014111822
100000024,200000005,2,geo645,1000,2014111809
100000024,200000000,1,geo990,1000,2014111802
100000024,200000000,3,geo913,1000,2014111806
100000024,200000029,1,geo847,5000,2014111820
100000024,200000019,1,geo458,5000,2014111809
100000024,200000019,3,geo488,5000,2014111819
100000024,200000019,4,geo788,5000,2014111800
100000025,200000022,1,geo252,3000,2014111801
100000025,200000022,2,geo663,3000,2014111806
100000025,200000022,4,geo670,3000,2014111803
100000025,200000006,1,geo592,2000,2014111818
100000025,200000006,3,geo429,2000,2014111813
100000025,200000005,1,geo987,1000,2014111802
100000026,200000011,1,geo269,2000,2014111811
100000026,200000011,3,geo562,2000,2014111808
100000026,200000011,4,geo636,2000,2014111807
100000026,200000027,1,geo137,3000,2014111814
100000026,200000006,1,geo136,2000,2014111805
100000026,200000000,1,geo213,1000,2014111816
100000026,200000013,1,geo667,4000,2014111802
100000026,200000001,1,geo361,2000,2014111800
100000027,200000014,1,geo766,5000,2014111813
100000027,200000026,1,geo464,2000,2014111823
100000027,200000026,2,geo425,2000,2014111802
100000027,200000011,1,geo930,2000,2014111801
100000028,200000015,1,geo637,1000,2014111822
100000028,200000015,3,geo529,1000,2014111801
100000028,200000012,1,geo138,3000,2014111808
100000028,200000012,3,geo986,3000,2014111814
100000028,200000018,1,geo183,4000,2014111814
100000028,200000018,2,geo558,4000,2014111821
100000028,200000008,1,geo402,4000,2014111820
100000028,200000008,3,geo968,4000,2014111815
100000029,200000009,1,geo657,5000,2014111802
100000029,200000009,2,geo252,5000,2014111814
100000029,200000009,4,geo554,5000,2014111813
100000029,200000027,1,geo930,3000,2014111805
100000029,200000012,1,geo494,3000,2014111807
100000030,200000004,1,geo688,5000,2014111800
100000030,200000024,1,geo189,5000,2014111806
100000030,200000027,1,geo527,3000,2014111822
100000030,200000027,3,geo971,3000,2014111816
100000030,200000001,1,geo172,2000,2014111805
100000030,200000015,1,geo939,1000,2014111807
100000031,200000029,1,geo822,5000,2014111805
100000031,200000022,1,geo813,3000,2014111802
100000031,200000022,3,geo134,3000,2014111818
100000031,200000022,4,geo306,3000,2014111821
100000032,200000000,1,geo836,1000,2014111820
100000033,200000016,1,geo523,2000,2014111800
100000033,200000016,3,geo775,2000,2014111811
100000033,200000024,1,geo729,5000,2014111802
100000033,200000024,2,geo691,5000,2014111813
100000033,200000018,1,geo232,4000,2014111800
100000034,200000002,1,geo260,3000,2014111804
100000034,200000012,1,geo341,3000,2014111820
100000034,200000006,1,geo896,2000,2014111817
100000034,200000006,2,geo322,2000,2014111806
100000034,200000006,4,geo594,2000,2014111823
100000034,200000009,1,geo483,5000,2014111822
100000035,200000024,1,geo753,5000,2014111815
100000035,200000024,2,geo403,5000,2014111820
100000035,200000024,3,geo460,5000,2014111804
100000035,200000027,1,geo674,3000,2014111805
100000035,200000027,4,geo260,3000,2014111808
100000035,200000002,1,geo258,3000,2014111812
100000035,200000002,3,geo423,3000,2014111808
100000035,200000003,1,geo553,4000,2014111818
100000035,200000003,4,geo693,4000,2014111801
100000035,200000010,1,geo443,1000,2014111800
100000035,200000010,2,geo554,1000,2014111821
100000035,200000028,1,geo242,4000,2014111806
100000036,200000022,1,geo399,3000,2014111814
100000036,200000006,1,geo597,2000,2014111813
100000036,200000020,1,geo435,1000,2014111810
100000036,200000020,2,geo216,1000,2014111814
100000036,200000026,1,geo423,2000,2014111814
100000036,200000026,2,geo240,2000,2014111820
100000036,200000026,4,geo886,2000,2014111821
100000036,200000003,1,geo593,4000,2014111819
100000037,200000026,1,geo990,2000,2014111814
100000037,200000026,2,geo986,2000,2014111812
100000037,200000008,1,geo882,4000,2014111808
100000037,200000005,1,geo251,1000,2014111807
100000038,200000005,1,geo608,1000,2014111812
100000039,200000027,1,geo880,3000,2014111803
100000040,200000026,1,geo545,2000,2014111809
100000041,200000010,1,geo848,1000,2014111817
100000041,200000010,2,geo460,1000,2014111801
100000041,200000020,1,geo934,1000,2014111810
100000041,200000020,3,geo801,1000,2014111819
100000041,200000006,1,geo505,2000,2014111802
100000041,200000009,1,geo111,5000,2014111809
100000041,200000009,3,geo660,5000,2014111814
100000041,200000018,1,geo769,4000,2014111823
100000041,200000018,3,geo233,4000,2014111813
100000041,200000001,1,geo504,2000,2014111814
100000042,200000021,1,geo899,2000,2014111811
100000042,200000011,1,geo757,2000,2014111819
100000042,200000011,4,geo771,2000,2014111805
100000042,200000006,1,geo386,2000,2014111818
100000043,200000012,1,geo727,3000,2014111804
100000043,200000012,3,geo618,3000,2014111802
100000043,200000025,1,geo744,1000,2014111821
100000043,200000007,1,geo841,3000,2014111821
100000044,200000011,1,geo521,2000,2014111819
100000044,200000015,1,geo219,1000,2014111816
100000044,200000015,3,geo524,1000,2014111808
100000044,200000008,1,geo341,4000,2014111809
100000044,200000005,1,geo858,1000,2014111810
100000044,200000005,3,geo875,1000,2014111801
100000044,200000001,1,geo955,2000,2014111822
100000044,200000001,2,geo566,2000,2014111812
100000044,200000028,1,geo944,4000,2014111807
100000044,200000028,3,geo604,4000,2014111807
100000044,200000024,1,geo763,5000,2014111802
100000044,200000024,2,geo744,5000,2014111816
100000045,200000027,1,geo316,3000,2014111808
100000045,200000017,1,geo775,3000,2014111820
100000045,200000017,4,geo958,3000,2014111811
100000045,200000015,1,geo387,1000,2014111815
100000045,200000015,2,geo622,1000,2014111801
100000045,200000002,1,geo764,3000,2014111808
100000046,200000026,1,geo565,2000,2014111812
100000046,200000026,3,geo640,2000,2014111801
100000046,200000026,4,geo562,2000,2014111820
100000046,200000015,1,geo187,1000,2014111822
100000046,200000015,3,geo560,1000,2014111811
100000046,200000028,1,geo802,4000,2014111802
100000047,200000016,1,geo599,2000,2014111808
100000047,200000027,1,geo308,3000,2014111811
100000047,200000027,3,geo113,3000,2014111813
100000047,200000005,1,geo854,1000,2014111815
100000047,200000005,2,geo169,1000,2014111822
100000047,200000012,1,geo119,3000,2014111803
100000047,200000012,2,geo635,3000,2014111809
100000047,200000012,3,geo326,3000,2014111821
100000047,200000019,1,geo504,5000,2014111806
100000047,200000008,1,geo119,4000,2014111812
100000048,200000010,1,geo862,1000,2014111816
100000048,200000010,2,geo924,1000,2014111814
100000049,200000022,1,geo525,3000,2014111820
100000049,200000023,1,geo148,4000,2014111804
100000049,200000023,2,geo173,4000,2014111820
100000049,200000026,1,geo394,2000,2014111806
100000049,200000026,2,geo740,2000,2014111817
100000049,200000011,1,geo927,2000,2014111813
100000049,200000011,2,geo287,2000,2014111811
100000000,200000004,1,geo771,5000,2014111914
100000001,200000005,1,geo127,1000,2014111901
100000001,200000005,2,geo780,1000,2014111910
100000001,200000026,1,geo297,2000,2014111913
100000001,200000026,2,geo676,2000,2014111901
100000001,200000025,1,geo941,1000,2014111901
100000002,200000027,1,geo546,3000,2014111916
100000002,200000027,2,geo859,3000,2014111901
100000002,200000000,1,geo326,1000,2014111919
100000002,200000000,3,geo778,1000,2014111905
100000003,200000021,1,geo619,2000,2014111900
100000003,200000021,3,geo991,2000,2014111904
100000003,200000012,1,geo857,3000,2014111913
100000003,200000012,2,geo643,3000,2014111918
100000003,200000014,1,geo674,5000,2014111900
100000003,200000000,1,geo359,1000,2014111901
100000004,200000027,1,geo774,3000,2014111900
100000004,200000007,1,geo378,3000,2014111910
100000004,200000006,1,geo961,2000,2014111910
100000004,200000015,1,geo165,1000,2014111915
100000004,200000015,2,geo347,1000,2014111902
100000005,200000009,1,geo657,5000,2014111923
100000005,200000018,1,geo758,4000,2014111902
100000005,200000018,3,geo606,4000,2014111913
100000005,200000010,1,geo826,1000,2014111905
100000005,200000023,1,geo525,4000,2014111902
100000005,200000023,4,geo812,4000,2014111918
100000006,200000009,1,geo731,5000,2014111921
100000006,200000009,2,geo115,5000,2014111922
100000006,200000009,3,geo531,5000,2014111916
100000006,200000001,1,geo568,2000,2014111917
100000006,200000001,4,geo424,2000,2014111920
100000006,200000027,1,geo300,3000,2014111920
100000006,200000011,1,geo579,2000,2014111923
100000006,200000011,2,geo107,2000,2014111900
100000007,200000020,1,geo672,1000,2014111917
100000007,200000019,1,geo548,5000,2014111909
100000007,200000000,1,geo390,1000,2014111913
100000007,200000004,1,geo148,5000,2014111905
100000007,200000009,1,geo701,5000,2014111900
100000008,200000018,1,geo619,4000,2014111904
100000008,200000018,4,geo442,4000,2014111913
100000008,200000001,1,geo949,2000,2014111919
100000008,200000001,2,geo423,2000,2014111917
100000008,200000001,3,geo738,2000,2014111900
100000008,200000011,1,geo183,2000,2014111907
100000008,200000026,1,geo869,2000,2014111908
100000008,200000026,2,geo301,2000,2014111908
100000008,200000005,1,geo662,1000,2014111917
100000008,200000015,1,geo553,1000,2014111919
100000008,200000015,2,geo613,1000,2014111920
100000008,200000024,1,geo180,5000,2014111901
100000008,200000024,3,geo367,5000,2014111908
100000008,200000024,4,geo334,5000,2014111902
100000009,200000015,1,geo711,1000,2014111921
100000009,200000015,2,geo778,1000,2014111900
100000010,200000008,1,geo443,4000,2014111923
100000010,200000016,1,geo462,2000,2014111913
100000010,200000016,3,geo662,2000,2014111909
100000011,200000028,1,geo453,4000,2014111909
100000011,200000028,2,geo662,4000,2014111912
100000011,200000028,3,geo440,4000,2014111916
100000011,200000016,1,geo935,2000,2014111906
100000011,200000016,4,geo484,2000,2014111918
100000012,200000029,1,geo586,5000,2014111910
100000012,200000029,3,geo283,5000,2014111904
100000012,200000008,1,geo982,4000,2014111916
100000012,200000008,3,geo765,4000,2014111918
100000012,200000008,4,geo719,4000,2014111915
100000012,200000013,1,geo201,4000,2014111903
100000012,200000013,3,geo516,4000,2014111910
100000012,200000024,1,geo853,5000,2014111918
100000013,200000001,1,geo579,2000,2014111917
100000013,200000001,2,geo448,2000,2014111921
100000014,200000029,1,geo802,5000,2014111901
100000014,200000027,1,geo513,3000,2014111903
100000014,200000024,1,geo287,5000,2014111913
100000014,200000005,1,geo222,1000,2014111918
100000014,200000022,1,geo845,3000,2014111901
100000014,200000022,2,geo457,3000,2014111915
100000014,200000013,1,geo607,4000,2014111914
100000015,200000019,1,geo152,5000,2014111913
100000015,200000009,1,geo158,5000,2014111912
100000015,200000009,2,geo875,5000,2014111922
100000016,200000012,1,geo711,3000,2014111903
100000016,200000009,1,geo723,5000,2014111905
100000016,200000009,2,geo790,5000,2014111923
100000016,200000009,3,geo500,5000,2014111904
100000017,200000005,1,geo454,1000,2014111908
100000017,200000005,3,geo595,1000,2014111914
100000017,200000028,1,geo112,4000,2014111906
100000018,200000029,1,geo412,5000,2014111912
100000018,200000014,1,geo152,5000,2014111914
100000018,200000014,2,geo657,5000,2014111909
100000019,200000029,1,geo773,5000,2014111908
100000019,200000019,1,geo154,5000,2014111900
100000019,200000026,1,geo819,2000,2014111915
100000019,200000015,1,geo406,1000,2014111914
100000019,200000015,4,geo259,1000,2014111908
100000019,200000012,1,geo144,3000,2014111907
100000019,200000012,2,geo158,3000,2014111921
100000020,200000020,1,geo962,1000,2014111903
100000020,200000020,3,geo590,1000,2014111910
100000020,200000017,1,geo799,3000,2014111921
100000020,200000017,2,geo258,3000,2014111914
100000020,200000017,3,geo785,3000,2014111908
100000020,200000028,1,geo460,4000,2014111919
100000020,200000013,1,geo114,4000,2014111901
100000020,200000013,4,geo657,4000,2014111920
100000021,200000023,1,geo118,4000,2014111917
100000021,200000015,1,geo359,1000,2014111905
100000021,200000024,1,geo718,5000,2014111916
100000021,200000024,2,geo344,5000,2014111910
100000021,200000004,1,geo107,5000,2014111909
100000021,200000004,2,geo594,5000,2014111903
100000021,200000004,3,geo526,5000,2014111900
100000021,200000006,1,geo192,2000,2014111921
100000022,200000029,1,geo728,5000,2014111919
100000022,200000013,1,geo116,4000,2014111913
100000022,200000017,1,geo423,3000,2014111917
100000022,200000017,2,geo213,3000,2014111900
100000022,200000006,1,geo365,2000,2014111922
100000022,200000006,2,geo140,2000,2014111910
100000022,200000006,3,geo989,2000,2014111908
100000022,200000006,4,geo500,2000,2014111900
100000022,200000018,1,geo808,4000,2014111903
100000022,200000012,1,geo381,3000,2014111911
100000022,200000012,2,geo502,3000,2014111918
100000023,200000001,1,geo934,2000,2014111903
100000023,200000001,2,geo532,2000,2014111901
100000023,200000011,1,geo962,2000,2014111904
100000023,200000018,1,geo425,4000,2014111921
100000023,200000019,1,geo184,5000,2014111905
100000023,200000019,3,geo614,5000,2014111919
100000023,200000005,1,geo137,1000,2014111911
100000023,200000005,2,geo610,1000,2014111918
100000024,200000028,1,geo825,4000,2014111909
100000024,200000028,2,geo935,4000,2014111916
100000024,200000028,4,geo535,4000,2014111915
100000024,200000010,1,geo932,1000,2014111916
100000024,200000016,1,geo293,2000,2014111923
100000024,200000016,2,geo882,2000,2014111907
100000024,200000016,4,geo990,2000,2014111906
100000024,200000024,1,geo517,5000,2014111916
100000024,200000024,2,geo576,5000,2014111908
100000025,200000006,1,geo988,2000,2014111918
100000026,200000014,1,geo278,5000,2014111918
100000027,200000006,1,geo490,2000,2014111921
100000027,200000006,3,geo314,2000,2014111914
100000027,200000003,1,geo503,4000,2014111923
100000028,200000025,1,geo329,1000,2014111914
100000028,200000025,2,geo652,1000,2014111919
100000028,200000012,1,geo933,3000,2014111914
100000028,200000020,1,geo382,1000,2014111914
100000028,200000020,4,geo172,1000,2014111909
100000028,200000028,1,geo158,4000,2014111903
100000028,200000028,2,geo512,4000,2014111901
100000028,200000003,1,geo178,4000,2014111920
100000029,200000028,1,geo370,4000,2014111914
100000029,200000007,1,geo347,3000,2014111918
100000029,200000007,2,geo142,3000,2014111916
100000029,200000010,1,geo138,1000,2014111907
100000030,200000008,1,geo987,4000,2014111922
100000030,200000008,2,geo875,4000,2014111913
100000031,200000021,1,geo672,2000,2014111906
100000031,200000014,1,geo922,5000,2014111900
100000031,200000019,1,geo137,5000,2014111905
100000031,200000019,2,geo744,5000,2014111920
100000032,200000005,1,geo721,1000,2014111903
100000032,200000005,3,geo276,1000,2014111909
100000032,200000005,4,geo413,1000,2014111909
100000033,200000010,1,geo857,1000,2014111921
100000033,200000010,2,geo513,1000,2014111900
100000033,200000001,1,geo733,2000,2014111913
100000033,200000013,1,geo333,4000,2014111908
100000033,200000028,1,geo226,4000,2014111921
100000033,200000007,1,geo462,3000,2014111907
100000033,200000007,4,geo274,3000,2014111908
100000033,200000003,1,geo274,4000,2014111907
100000033,200000003,2,geo548,4000,2014111909
100000033,200000003,3,geo453,4000,2014111917
100000033,200000029,1,geo338,5000,2014111915
100000033,200000029,3,geo659,5000,2014111912
100000034,200000007,1,geo598,3000,2014111908
100000034,200000007,2,geo729,3000,2014111911
100000035,200000021,1,geo832,2000,2014111909
100000035,200000021,3,geo950,2000,2014111902
100000036,200000006,1,geo191,2000,2014111906
100000036,200000002,1,geo499,3000,2014111916
100000036,200000002,3,geo998,3000,2014111922
100000036,200000000,1,geo569,1000,2014111920
100000037,200000004,1,geo477,5000,2014111920
100000037,200000004,2,geo880,5000,2014111913
100000037,200000020,1,geo306,1000,2014111920
100000037,200000020,3,geo579,1000,2014111903
100000037,200000003,1,geo439,4000,2014111904
100000037,200000003,2,geo260,4000,2014111911
100000037,200000019,1,geo992,5000,2014111905
100000037,200000008,1,geo913,4000,2014111923
100000037,200000008,2,geo787,4000,2014111917
100000037,200000013,1,geo866,4000,2014111907
100000037,200000013,3,geo203,4000,2014111906
100000038,200000027,1,geo455,3000,2014111916
100000038,200000027,4,geo306,3000,2014111922
100000038,200000006,1,geo952,2000,2014111904
100000038,200000006,4,geo438,2000,2014111909
100000038,200000020,1,geo549,1000,2014111910
100000038,200000020,3,geo672,1000,2014111909
100000038,200000008,1,geo750,4000,2014111923
100000038,200000028,1,geo662,4000,2014111904
100000038,200000028,2,geo879,4000,2014111920
100000039,200000027,1,geo503,3000,2014111917
100000039,200000027,4,geo211,3000,2014111917
100000039,200000025,1,geo217,1000,2014111907
100000040,200000006,1,geo254,2000,2014111914
100000040,200000008,1,geo278,4000,2014111902
100000040,200000008,2,geo904,4000,2014111919
100000040,200000027,1,geo306,3000,2014111907
100000040,200000027,2,geo833,3000,2014111920
100000040,200000027,4,geo375,3000,2014111913
100000040,200000021,1,geo163,2000,2014111916
100000041,200000027,1,geo200,3000,2014111903
100000041,200000000,1,geo482,1000,2014111905
100000041,200000000,3,geo994,1000,2014111923
100000042,200000019,1,geo930,5000,2014111914
100000042,200000019,2,geo778,5000,2014111922
100000042,200000003,1,geo181,4000,2014111920
100000042,200000003,4,geo819,4000,2014111912
100000042,200000012,1,geo860,3000,2014111906
100000042,200000018,1,geo286,4000,2014111903
100000042,200000018,2,geo976,4000,2014111907
100000042,200000026,1,geo706,2000,2014111913
100000042,200000026,2,geo231,2000,2014111921
100000042,200000023,1,geo290,4000,2014111905
100000042,200000023,2,geo219,4000,2014111905
100000042,200000023,3,geo833,4000,2014111920
100000042,200000017,1,geo505,3000,2014111915
100000042,200000017,2,geo811,3000,2014111905
100000043,200000014,1,geo785,5000,2014111922
100000043,200000014,4,geo875,5000,2014111907
100000043,200000017,1,geo596,3000,2014111904
100000043,200000017,2,geo986,3000,2014111915
100000043,200000020,1,geo112,1000,2014111906
100000043,200000023,1,geo270,4000,2014111912
100000043,200000023,2,geo705,4000,2014111920
100000043,200000029,1,geo242,5000,2014111919
100000043,200000018,1,geo483,4000,2014111922
100000043,200000018,2,geo516,4000,2014111919
100000043,200000026,1,geo838,2000,2014111911
100000043,200000026,2,geo197,2000,2014111910
100000043,200000026,3,geo364,2000,2014111915
100000043,200000026,4,geo239,2000,2014111914
100000044,200000003,1,geo470,4000,2014111902
100000044,200000003,2,geo955,4000,2014111910
100000045,200000026,1,geo915,2000,2014111917
100000046,200000018,1,geo204,4000,2014111911
100000046,200000018,2,geo655,4000,2014111920
100000047,200000026,1,geo570,2000,2014111914
100000047,200000026,3,geo190,2000,2014111903
100000047,200000018,1,geo291,4000,2014111922
100000047,200000018,2,geo651,4000,2014111902
100000047,200000018,3,geo237,4000,2014111917
100000048,200000026,1,geo346,2000,2014111901
100000049,200000012,1,geo921,3000,2014111914
100000049,200000012,2,geo852,3000,2014111912
100000049,200000006,1,geo669,2000,2014111904
100000049,200000027,1,geo631,3000,2014111904
100000049,200000003,1,geo884,4000,2014111903
100000049,200000008,1,geo986,4000,2014111911
100000049,200000008,2,geo118,4000,2014111914
100000049,200000008,3,geo850,4000,2014111910
100000049,200000017,1,geo774,3000,2014111903
100000049,200000025,1,geo426,1000,2014111916
100000049,200000025,3,geo149,1000,2014111910
100000000,200000020,1,geo224,1000,2014112009
100000000,200000020,2,geo897,1000,2014112015
100000000,200000020,3,geo329,1000,2014112009
100000000,200000020,4,geo981,1000,2014112017
100000001,200000025,1,geo515,1000,2014112018
100000001,200000000,1,geo249,1000,2014112019
100000001,200000000,3,geo858,1000,2014112015
100000001,200000000,4,geo862,1000,2014112010
100000001,200000019,1,geo324,5000,2014112013
100000001,200000019,2,geo212,5000,2014112017
100000001,200000019,3,geo940,5000,2014112008
100000001,200000029,1,geo983,5000,2014112014
100000001,200000015,1,geo347,1000,2014112012
100000002,200000011,1,geo582,2000,2014112017
100000002,200000018,1,geo590,4000,2014112011
100000002,200000023,1,geo857,4000,2014112012
100000002,200000007,1,geo362,3000,2014112007
100000002,200000003,1,geo240,4000,2014112011
100000002,200000017,1,geo903,3000,2014112023
100000002,200000017,2,geo619,3000,2014112020
100000002,200000017,3,geo189,3000,2014112004
100000002,200000021,1,geo712,2000,2014112011
100000003,200000021,1,geo752,2000,2014112001
100000003,200000021,2,geo929,2000,2014112010
100000003,200000000,1,geo940,1000,2014112014
100000003,200000000,2,geo649,1000,2014112006
100000003,200000007,1,geo387,3000,2014112008
100000003,200000017,1,geo776,3000,2014112010
100000003,200000017,2,geo935,3000,2014112021
100000003,200000001,1,geo706,2000,2014112009
100000003,200000001,4,geo679,2000,2014112006
100000003,200000028,1,geo288,4000,2014112020
100000003,200000028,2,geo706,4000,2014112018
100000004,200000005,1,geo509,1000,2014112018
100000004,200000005,2,geo395,1000,2014112010
